TACODE,TANAME,TAVERSION,NUMBER OF ALL ADDRESSES,NUMBER OF FULLY REGISTERED PROPERTIES,NUMBER OF EDW PROPERTIES,PROPS POTENTIALLY WARNED
012FWFL6A,"River Ribble at Walton-le-Dale, area from Fishwick Bottoms to Railway Bridge",13,,,,
012FWFL6B,"River Ribble at Walton-le-Dale, between Avenham and Miller Park",10,,,,
012FWFL6C,"River Ribble at Walton-le-Dale, comprising areas around Frenchwood and Capitol Centre",12,825,519,213,732
012FWFL70A,"Heys Brook at Chatburn, Bridge Road and Ribble Lane",1,,,,
012FWFL70B,"Heys Brook at Chatburn, Victoria Court",1,18,2,7,9
012FWFL7A,"River Yarrow at Croston, around Grape Lane, Town Rd and Yarrow Close",13,123,108,11,119
012FWFL7B,"River Yarrow at Croston, between the railway and Home Farm Mews",11,294,221,49,270
012FWFL7C,"River Yarrow at Croston, comprising Back Drinkhouse Lane to Langdale Avenue and sewage works",8,243,138,67,205
012FWFL9A,"River Ribble at Low Moor, Clitheroe",7,30,27,0,27
012FWFM20,Fouracres and The Crescent at Maghull,4,47,31,12,43
012FWFM21A,"Whinney Brook and Dovers Brook at Maghull, around Sefton Lane and the Waste Transfer Station",5,,,,
012FWFM21B,"Whinney Brook and Dovers Brook at Maghull, beside Hall Lane, Fouracres and Sefton Lane",5,464,154,228,382
012FWFM22,Tue Brook at Clubmoor,1,204,0,170,170
012FWFSC3A,"River Lune at Skerton Pool, areas around Riverside Industrial Estate and Halton Training Camp",11,,,,
012FWFSC3B,"River Lune at Skerton Pool, bordering Caton Road, Damside Street and North Road",9,776,225,220,445
012FWFY1A,"River Ribble at Settle, around Holmehead, Watershed Mill and Sowarth Field Ind Est",12,43,18,12,30
012FWFY1B,"River Ribble at Settle, beside the River Ribble at Settle between Christies High Mill and A65",12,192,77,70,147
012FWFY1C,"River Ribble at Settle, comprising Mill Close, New Road and Runley Mill",13,50,12,30,42
012FWFY2A,"River Wenning at High Bentham, at Wenning Avenue, Mayfield Road and Riverside Caravan Park",10,,,,
012FWFY2B,"River Wenning at High Bentham, Todhill, Wenning Avenue and Mayfield Road",9,24,10,5,15
012FWFY3A,"River Wenning at Low Bentham, area including Main St, Cedar House School and Punch Bowl Pub",7,40,22,12,34
012FWFY3B,"River Wenning at Low Bentham, including Collingwood Drive and Mill Lane",8,35,16,9,25
012FWFY4A,"Hellifield Beck at Hellifield, around Park Place, Park Crescent, and Main Road",6,83,17,37,54
012FWFY4B,"Hellifield Beck at Hellifield, between railway line, Gisburn Road and Lancashire Yorkshire Terrace",8,115,39,49,88
012FWTSC2A,"River Lune at Lancaster Quay, area around Morecambe Road and Owen Road",14,334,118,127,245
012FWTSC2B,"River Lune at Lancaster Quay, between St Georges Quay, River Street and Damside Street",13,238,123,74,197
012FWTSC2C,"River Lune at Lancaster Quay, comprising area from Lune Industrial Estate to Lune Street",12,1256,356,589,945
012WACCF,Coast from Cockerham to Fleetwood,14,3838,1077,0,296
012WACFB,Coast from Fleetwood to Blackpool,15,17565,1436,0,738
012WACFC,Coast from Formby to Crosby,11,27,0,0,0
012WACHC,Coast from Heysham to Cockerham,16,1059,95,0,57
012WACLS,Coast at Lytham St Annes,14,1321,201,0,83
012WACSF,Coast from Southport to Formby,14,8630,563,0,266
012WACSM,South Morecambe Bay area,15,4937,198,0,113
012WAFAC,"River Alt, Formby to Huyton",13,1227,174,0,33
012WAFCC,Crossens area in west Lancashire,12,3330,230,0,140
012WAFEL,River Calder in east Lancashire,15,6706,1261,0,472
012WAFLD,Lower River Douglas,12,1210,699,0,285
012WAFLL,Lower River Lune and Conder,13,3431,924,0,208
012WAFLR,Lower River Ribble and Darwen,12,9728,2010,0,417
012WAFLW,Lower River Wyre,12,3477,650,0,328
012WAFLY,River Lostock and River Yarrow,18,2249,168,0,146
012WAFUD,Upper River Douglas,13,3409,278,0,111
012WAFUL,Upper River Lune,12,268,15,0,15
012WAFUR,"Upper River Ribble, Hodder",11,2503,605,0,261
012WAFUW,"Upper River Wyre, Brock",13,1175,280,0,108
012WATLE,Lune estuary south west of Lancaster,18,1580,561,0,154
012WATRE,Ribble estuary west of Preston,14,154,43,0,19
012WATWE,Wyre estuary from Fleetwood and Knott End to Little Eccleston,18,10039,707,0,387
013FWCTDEE,Irish Sea at West Kirby,5,54,33,13,46
013FWCTME1,Coastline at the Head of the Wirral,10,721,288,365,653
013FWFCH1,Manchester Ship Canal at Lymm and Thelwall,3,434,50,291,341
013FWFCH12,River Bollin at Prestbury,6,31,15,13,28
013FWFCH14,Sankey Brook at Gemini,6,32,28,0,28
013FWFCH17,"Sankey Brook around areas of Gemini, Dallam, Bewsey, Longford, Orford, Great Sankey and Penketh",8,2967,143,0,143
013FWFCH18,River Dane at Havannah,7,20,4,8,12
013FWFCH19,River Dane at Congleton,7,550,114,247,361
013FWFCH20,River Bollin at Macclesfield riverside properties,7,121,15,48,63
013FWFCH21,River Bollin at Macclesfield,7,497,72,201,273
013FWFCH22,Poynton Brook at Wigwam wood and parts of Armcon Business Park,6,34,14,15,29
013FWFCH23,Poynton Brook at Poynton and Midway,4,127,38,58,96
013FWFCH24,River Weaver at Northwich Marina,6,,,,
013FWFCH26,River Weaver at Navigation Road and Marine Approach,6,39,29,7,36
013FWFCH27,River Weaver and Dane at Northwich,7,1092,335,481,816
013FWFCH28,Areas closest to Sankey Brook at Dallam,8,128,70,43,113
013FWFCH29,Wider area at risk from Sankey Brook at Dallam,6,437,197,181,378
013FWFCH3,River Weaver at Shrewbridge Lodge,4,,,,
013FWFCH30,Areas closest to Sankey Brook at Sankey Bridges,8,403,232,122,354
013FWFCH31,Wider area at risk from Sankey Brook at Sankey Bridges,7,144,74,55,129
013FWFCH32,Rivacre Brook at Great Sutton,4,52,24,22,46
013FWFCH33,"River Weaver at Nantwich, Lakeside View",4,,,,
013FWFCH34,Weaver Navigation at Winsford,5,,,,
013FWFCH35,River Bollin and Agden Brook at Little Bollington,4,17,13,0,13
013FWFCH37,River Weaver at Pickerings Bridge,6,,,,
013FWFCH38,River Weaver at Nantwich Riverside,5,36,13,17,30
013FWFCH39,River Weaver at Nantwich,6,65,23,28,51
013FWFCH4,River Bollin at Wilmslow,4,25,19,0,19
013FWFCH41,River Weaver at Acton Bridge and Weaverham,4,32,27,0,27
013FWFCH42,"River Weaver at Acton Bridge and Weaverham, higher properties",5,,,,
013FWFCH43,Ditton Brook at Ditton,5,70,20,21,41
013FWFCH45,Ditton Brook at Halebank,6,74,10,44,54
013FWFCH46,River Bollin and Rossendale Brook at Langley and Sutton,3,,,,
013FWFCH48,River Weaver at Meadowgate Farm,8,,,,
013FWFCH50,English River Dee at Farndon,4,,,,
013FWFCH51,River Weaver at Mill Lane and Weaver Park Industrial Estate,2,17,1,1,2
013FWFCH52,River Wheelock and Arcild Brook at Wheelock,2,31,7,13,20
013FWFCH53,Mill Brook at Tattenhall,1,41,15,10,25
013FWFCH54,"Highfield Drain and Finchetts Gutter at Abbot's Mead, Chester",1,18,10,0,10
013FWFD2,Glossop and Long Clough Brook at Glossop,12,709,202,324,526
013FWFD3,River Etherow at Charlesworth and Melandra,8,,,,
013FWFD4,River Etherow at Woolley Bridge and Hadfield,6,57,21,15,36
013FWFD5,River Goyt at Whaley Bridge,5,320,103,120,223
013FWFGM100,River Irwell from Buckley Wells to Radcliffe,6,90,26,21,47
013FWFGM101,Bessy Brook at Lostock,2,37,12,21,33
013FWFGM102,Collier Brook at Atherton,2,264,16,197,213
013FWFGM103,Carr and Chanters Brooks at Atherton,2,56,1,46,47
013FWFGM104,Lee's Bridge at Astley Bridge Central,2,145,5,77,82
013FWFGM105,Lady Brook at Bramhall Green,1,29,15,5,20
013FWFGM106,"Micker Brook at Broadway and Broadway Avenue, Cheadle",1,22,14,9,23
013FWFGM107A,"Micker Brook at Demmings Industrial Estate and surrounding area, Cheadle",1,107,14,68,82
013FWFGM107B,"Micker Brook at Depleach Road to Councillor Lane and surrounding area, Cheadle",1,387,26,281,307
013FWFGM108,Micker Brook at Cheadle Hulme,1,22,6,8,14
013FWFGM109,"Bruntwood Hall Brook and Micker Brook around Broadway, Cheadle",1,139,29,89,118
013FWFGM11,River Roch at Littleborough,12,855,312,409,721
013FWFGM110,Whittle and Kempnough Brooks at Linnyshaw to Roe Green,2,71,5,49,54
013FWFGM111,"Eagley Brook at Deakins Mill, Egerton",2,92,5,60,65
013FWFGM113,Shakerley Brook at Hindsford,1,57,6,32,38
013FWFGM116,Staley and Micklehurst Brooks at Mossley,1,60,26,21,47
013FWFGM117,Old Eea Brook at Urmston,1,,,,
013FWFGM118,River Irwell near Hardy's Gate Bridge,1,170,85,54,139
013FWFGM119,"Hey, Borsdane, and Brookside Brooks at Platt Bridge and Abram",1,77,13,37,50
013FWFGM12,Cringle Brook at Fallowfield,9,210,65,73,138
013FWFGM13,"Cringle Brook at Withington, Fallowfield and Burnage",7,940,242,436,678
013FWFGM14,Gore and Platt Brooks from Birchfield Park to Platt Fields,8,155,19,78,97
013FWFGM16,Chorlton and Platt Brooks at Whalley Range and Chorlton-cum-Hardy,10,1309,112,894,1006
013FWFGM17,"Baguley and Fairywell Brooks at Timperley, Brooklands and Northern Moor",5,348,76,211,287
013FWFGM18,Baguley and Fairywell Brooks at Trafford and Manchester,8,1059,279,600,879
013FWFGM19,River Medlock at Manchester City Centre,7,3298,173,1017,1190
013FWFGM20,Timperley Brook at Altrincham,9,195,92,81,173
013FWFGM21,River Beal at Milnrow,7,264,59,127,186
013FWFGM22,River Beal at Newhey,7,411,19,273,292
013FWFGM23,River Irwell at Bury Ground,6,32,11,3,14
013FWFGM24,"River Tame, Fern Bank and Millbrook in Stalybridge",10,1067,91,620,711
013FWFGM25,River Irwell at Prestolee and Ringley Bridges,6,81,53,20,73
013FWFGM26,River Irwell at Kearsley,6,126,58,43,101
013FWFGM27,Penleach Brook at Higher Folds,6,492,92,334,426
013FWFGM28,Lilford Park Brook at Lilford,5,365,127,212,339
013FWFGM29,Collier Brook at Leigh,7,1152,20,826,846
013FWFGM2B,"River Irwell at Salford, Lower Broughton",4,6537,2615,2432,5047
013FWFGM2C,"River Irwell at Salford, Lower Kersal and Charlestown",4,3600,1793,980,2773
013FWFGM30,River Tame at Meadow Industrial Estate,7,255,93,18,111
013FWFGM31,Rivers Goyt and Mersey at Stockport,11,616,117,126,243
013FWFGM32,River Mersey at Cheadle Wood and Ford lane,6,14,10,0,10
013FWFGM33A,"River Mersey at East Didsbury, Millgate Lane and Stenner Lane areas",2,,,,
013FWFGM33B,"River Mersey at East Didsbury, from Tuscan Road to Wilmslow Road",2,1269,580,529,1109
013FWFGM34,River Mersey at Fletcher Moss and Withington Golf Course,6,,,,
013FWFGM35A,"River Mersey at West Didsbury, Northenden Golf Club and Palatine Road",1,164,90,52,142
013FWFGM35B,"River Mersey at West Didsbury, Mersey Bank Playing Fields and surrounding areas",1,244,93,109,202
013FWFGM35C,River Mersey at Northenden,1,366,186,114,300
013FWFGM36,River Mersey at Sale Water Park,5,,,,
013FWFGM37,"River Mersey at Chorlton & Sale Golf Clubs, Chorlton Water Parks and Stretford",7,309,57,143,200
013FWFGM38,River Mersey at Urmston and Ashton-on-Mersey,8,444,111,269,380
013FWFGM39,River Mersey at Flixton Rural,8,,,,
013FWFGM40,River Mersey at Flixton Village,7,331,106,164,270
013FWFGM41,River Irwell at Radcliffe and Redvales,6,1678,627,740,1367
013FWFGM42,River Irwell at Radcliffe,10,932,365,332,697
013FWFGM44,Worsley Brook at Alder Forest Bridge and the Cricket Grounds,5,146,31,87,118
013FWFGM45,Worsley Brook at Alder Forest around Grange Road,4,34,5,21,26
013FWFGM46,Worsley Brook at Alder Forest Allotments and around the Nook,3,172,46,99,145
013FWFGM47,"River Medlock at Ardwick, Grace Walk, and parts of Palmerston Street and Ancoats Grove",4,12,0,10,10
013FWFGM48,"River Medlock at Ardwick, Linton Grove and parts of Harding Street, Tutbury Street",4,41,2,34,36
013FWFGM49,"Astley Brook at Astley, properties around Manchester Road, Duke Street and at Moss o'Lee Bridge",5,174,33,117,150
013FWFGM5,River Roch in Rochdale,13,754,288,296,584
013FWFGM50,"Astley Brook at Astley, properties near Astley Brook Bridge and two properties on Manchester Road",3,24,1,18,19
013FWFGM51,"Chorlton Brook at Cheadle, Boundary, Bangor Road, Shakespeare Drive and Ashbourne avenue areas",5,325,107,188,295
013FWFGM52,"Chorlton Brook at Cheadle, Sports Field, Palmer Avenue and Cuthbert Road areas",5,263,95,149,244
013FWFGM53,"Chorlton Brook at Cheadle, Carrs and Stockport Road, Cranleigh Drive, Jackson Street areas",5,423,125,213,338
013FWFGM56,River Etherow at Broadbottom,5,11,7,0,7
013FWFGM57,River Etherow at Compstall,5,,,,
013FWFGM58,River Goyt from Marple Dale to Offerton,5,74,35,17,52
013FWFGM60,"River Tame at Audenshaw, Shepley",6,22,2,12,14
013FWFGM61,River Tame at Dukinfield from Alma Street to Tame Street,4,56,17,21,38
013FWFGM62,River Tame at Dukinfield around Wainwright Street and Furnace Street,4,98,11,60,71
013FWFGM63,"River Tame at Denton, Hyde and Woodley",5,20,8,5,13
013FWFGM65,River Goyt at Marple Bridge,6,23,11,3,14
013FWFGM66,River Tame at Delph,5,164,26,80,106
013FWFGM67,River Tame at Uppermill,4,448,71,216,287
013FWFGM68,"River Tame at Mossley, Woodend and Waggon Road",4,59,10,25,35
013FWFGM69,"River Tame at Mossley, Roaches Bridge to Egmont Street",7,155,5,65,70
013FWFGM7,River Irwell at Ramsbottom,11,276,103,103,206
013FWFGM70,"Hey Brook at Rochdale, properties adjacent to the watercourse",6,27,12,10,22
013FWFGM71,"Hey Brook at Rochdale, properties from Buckley Road to Fox Street",8,170,56,89,145
013FWFGM72,River Roch at Hollins,7,89,27,47,74
013FWFGM74,Poise Brook at Offerton and Hazel Grove,6,581,132,358,490
013FWFGM75,River Irk at Cheetham Hill,5,518,37,287,324
013FWFGM77,River Bollin at Heatley,5,115,52,52,104
013FWFGM78,River Irwell at Salford from Victoria Station to Regent Bridge,5,2658,33,973,1006
013FWFGM79,"River Beal at Shaw, riverside properties in Small Brook and Buckstones",3,39,2,24,26
013FWFGM80,River Beal at Shaw from Jubilee to Dunwood,4,287,5,183,188
013FWFGM81,Westleigh Brook at Firs lane,4,643,132,358,490
013FWFGM83,Borsdane and Hockery Brook at Hindley,3,686,66,443,509
013FWFGM84,Millingford Brook at Ashton in Makerfield,5,297,37,147,184
013FWFGM85,Westleigh Brook at Pickley Green,4,23,8,12,20
013FWFGM86,Eagley Brook and River Tongue at Astley Bridge,4,308,15,213,228
013FWFGM87,Eagley Brook at Eagley,5,174,31,79,110
013FWFGM88,Eagley Brook at Dunscar,5,,,,
013FWFGM89,"River Irwell at Summerseat, Riverside",4,65,20,27,47
013FWFGM90,River Irwell at Summerseat,3,109,45,49,94
013FWFGM91,River Irk at Vale Park Industrial Estate,4,133,20,77,97
013FWFGM92,River Irk at Crumpsall Hospital,4,57,4,38,42
013FWFGM93,River Irk at Kendall Road,3,82,11,51,62
013FWFGM94,River Irk at New Bridge,3,,,,
013FWFGM95,River Irk at Rhodes and Middleton,5,131,15,61,76
013FWFGM96,River Irk at Little Green,3,,,,
013FWFGM97,River Irk at Chadderton Fold,4,,,,
013FWFGM98,Honksford Brook at Mosley Common Road and Silk Mill Street,6,46,4,30,34
013FWFGM99,Gatley Brook at Sharston Industrial Estate,7,,,,
013FWFL17,River Irwell at Irwell Vale,12,75,68,0,68
013FWFL36,River Irwell at Waterfoot,6,200,56,83,139
013FWFL37,River Irwell at Rawtenstall,9,740,150,358,508
013FWFL38,"River Irwell at Stubbylee Bridge and Stacksteads, riverside properties",6,26,9,10,19
013FWFL39,"River Irwell at Stubbylee Bridge, Farholme area and Stacksteads, Brandwood Park areas",7,87,14,50,64
013FWFL50,River Irwell at Bacup,10,159,46,46,92
013FWFL51,"River Spodden at Whitworth, Daniel Street",8,114,19,51,70
013FWFL52,"River Spodden at Whitworth, North Street",6,100,8,51,59
013FWFL53,Whitewell Brook at Whitewell Bottom and Scout,5,136,44,68,112
013FWFL54,Whitewell Brook at Piercy and Newchurch from Ashworth Road to Wood Lea Road,6,263,50,121,171
013FWFL55,River Ogden at Clarke Bridge and Hollin Bank,5,167,30,109,139
013FWFL60,Limy Water at Love Clough,5,11,2,0,2
013FWFL61,Limy Water at Crawshawbooth and Constable Lee,7,84,21,36,57
013FWFL62,Folly Clough Brook at Crawshawbooth,3,85,17,30,47
013FWFL8,River Irwell at Strongstry and Chatterton,10,243,137,59,196
013FWFM1,Windle Brook at Dentons Green,7,91,25,53,78
013FWFM10,Childwall and Court Hey Brooks at Childwall and Court Hey Park,7,78,3,65,68
013FWFM11,Netherley Brook at Netherley,3,,,,
013FWFM12,"Black and Clipsley Brooks at Blackbrook, St Helens",1,23,12,4,16
013FWFM2,Mill Brook at Eccleston,2,140,11,96,107
013FWFM3,Rainford Brook at Moss Bank,4,13,1,11,12
013FWFM4,Rainford Brook at Rainford North,5,25,6,10,16
013FWFM5,Rainford Brook at Rainford South,4,30,7,11,18
013FWFM6,Sutton Mill Brook at Sutton Leach,3,102,15,72,87
013FWFM7,Sutton Brook at Moss Nook,3,62,12,38,50
013FWFM8,Ditton Brook at Halewood,5,158,22,102,124
013FWFM9,Prescot Brook at Huyton,5,57,4,28,32
013FWFME4,Arrowe Brook at Upton,8,18,6,6,12
013FWFME6,River Birket at Meols,10,96,33,50,83
013FWFME7,River Birket at Leasowe,10,217,77,114,191
013FWFME8,Arrowe Brook at Moreton West,2,156,30,93,123
013FWTTCH1,Mersey Estuary at Moss Side,7,,,,
013FWTTCH10A,Mersey Estuary at Spectra Business Park at Slutchers Lane,4,76,8,33,41
013FWTTCH10B,"Mersey Estuary at Centre Park, Warrington",4,,,,
013FWTTCH11,"Mersey Estuary at Westy, Warrington",6,189,99,65,164
013FWTTCH12,River Mersey from Runcorn to Woolston,11,9425,466,0,466
013FWTTCH13,Tidal River Dee at Chester,3,444,32,278,310
013FWTTCH14,"Tidal River Dee in England at Hawarden Embankment, Chester",3,300,20,180,200
013FWTTCH15,"Tidal River Dee in England at Northern Embankment, Chester",3,745,53,413,466
013FWTTCH16,Dee estuary at Parkgate and Little Neston,3,91,7,56,63
013FWTTCH17,Tidal River Dee from Grosvenor Bridge to the Groves,1,42,18,15,33
013FWTTCH18,"Mersey Estuary at Victoria Park, Knutsford Road, Warrington",1,,,,
013FWTTCH3,"Mersey Estuary at Arpley Bridge, Warrington",9,,,,
013FWTTCH4,"Mersey Estuary at Fiddlers Ferry, Warrington",10,,,,
013FWTTCH5,"Mersey Estuary at Eastford Road, Warrington",5,36,15,14,29
013FWTTCH6,"Mersey Estuary at Knutsford Road, Warrington",7,1392,468,712,1180
013FWTTCH7,"Mersey Estuary at Howley, Warrington",11,181,63,79,142
013FWTTCH8,"Mersey Estuary at Bank Quay, Warrington",6,25,14,0,14
013FWTTCH9,"Mersey Estuary at Kingsway North, Warrington",7,503,224,233,457
013FWTTME12,Irish Sea at New Brighton,1,73,31,24,55
013FWTTME3,Mersey estuary at Woodside,10,73,22,0,22
013FWTTME8,Irish Sea and Mersey estuary from the Head of the Wirral to Runcorn,11,6829,782,0,782
013WACHIH,Irish Sea from Hilbre Island to Heswall,1,74,37,0,11
013WACNBH,Irish Sea from New Brighton to Hoylake,3,5700,763,0,233
013WAFBO,"River Bollin catchment, including Knutsford, Wilmslow, Macclesfield and Bollington",17,1132,232,0,132
013WAFDA,"River Dane catchment including Kidsgrove, Sandbach, Congleton, Middlewich and Northeast Crewe",16,1538,302,0,136
013WAFDEE,River Dee catchment in England from Whitchurch to Chester,3,1659,151,0,124
013WAFDI,River Ditton catchment including areas around Huyton-with-Roby and Widnes,13,1787,131,0,79
013WAFGL,River Glaze catchment including Leigh and East Wigan,14,7723,823,0,402
013WAFGO,River Gowy catchment including areas around Frodsham,12,261,22,0,20
013WAFLI,Lower River Irwell catchment including areas in Greater Manchester,13,27370,4983,0,913
013WAFLM,"Lower River Mersey including Warrington, Runcorn and Lymm areas",13,12667,1320,0,728
013WAFMM,"Middle River Mersey catchment including areas near Bramhall, Stockport, Sale, Altrincham and Urmston",14,12568,2927,0,1525
013WAFMU,"River Mersey Uplands catchment including Hyde, Ashton-under-Lyne, Denton, Stalybridge and Glossop",14,4875,938,0,501
013WAFSA,River Sankey catchment with St Helens and Warrington,14,4972,837,0,460
013WAFUI,"Upper River Irwell catchment with Oldham, Bolton, Rochdale, Haslingden, Ramsbottom and Rawtenstall",21,11744,2862,0,1094
013WAFWE,"Weaver catchment including Nantwich, Frodsham, Crewe, Winsford and Northwich",25,2105,353,0,210
013WAFWI,"Wirral catchment with Heswall, Ellesmere Port, Bebington, Hoylake and Wallasey",16,3844,752,0,223
013WATDEE,Dee Estuary from Parkgate to Chester,3,1065,89,0,64
013WATMEW,Mersey Estuary at Warrington,3,1940,537,0,180
013WATMEWLW,Mersey Estuary from Liverpool and Wirral to Widnes,3,3592,103,0,55
031FWBSE570,River Severn at Sandhurst and Maisemore,6,172,70,78,148
